 ,name,title,lead_source,industry,employees,country,converted
7559,Adam Roth,CEO,Sign-up,Commercial & Professional Services,10880,BI,true
7560,Michael Gibson,VP Data,Demo Requested,Consumer Staples,7505,DK,false
7561,Christie Young,VP Marketing,Sign-up,Commercial & Professional Services,9780,LC,false
7562,Jessica Doyle,VP Data,Webinar,Consumer Staples,630,SM,false
7563,Adam Ochoa,CFO,Sign-up,Commercial & Professional Services,5330,LS,false
7564,Hannah Mckinney,Owner,Webinar,Consumer Durables & Apparel,2905,GW,false
7565,Jessica Walton,Account Executive,In-Person Event,Commercial & Professional Services,6855,FJ,false
7566,Johnny Sims,Product Manager,Sign-up,Commercial & Professional Services,12705,TG,true
7567,Mrs. Jennifer Gonzales,VP Data,Sign-up,Commercial & Professional Services,1355,KP,false
7568,Colleen Sparks,Data Analyst,Demo Requested,Software & Services,6980,CV,false
7569,Kenneth Hines,Account Executive,Sign-up,Commercial & Professional Services,9080,ML,false
7570,Robert Kelly,CEO,Demo Requested,Commercial & Professional Services,5205,IQ,false
7571,Antonio Johnson,Analytics Manager,Webinar,Commercial & Professional Services,10680,MX,false
7572,Monica Reynolds,Software Engineer,Sign-up,Commercial & Professional Services,4830,MY,true
7573,Brian Williams,Solutions Architect,Sign-up,Consumer Staples,13830,RW,false
7574,Alyssa Castaneda,CFO,In-Person Event,Consumer Durables & Apparel,905,MD,false
7575,Denise Ward,Analytics Engineer,Sign-up,Technology Hardware & Equipment,5180,SO,false
7576,Joseph Hardy,Data Engineer,Demo Requested,Software & Services,14880,CD,false
7577,Evelyn Villarreal,Account Executive,Demo Requested,Consumer Durables & Apparel,10580,UA,false
7578,Shannon Brown,Owner,In-Person Event,Commercial & Professional Services,7930,BD,false
7579,Sarah Gordon,Owner,Sign-up,Technology Hardware & Equipment,13105,SM,false
7580,Megan Snyder,Foudner,Sign-up,Commercial & Professional Services,13480,KW,false
7581,Jennifer Myers,Product Manager,Sign-up,Technology Hardware & Equipment,130,ER,true
7582,Molly Fields,Data Engineer,Sign-up,Software & Services,3430,CD,true
7583,Melanie Schneider,Data Engineer,Sign-up,Technology Hardware & Equipment,8255,BN,false
7584,Spencer Smith,Owner,Webinar,Software & Services,6780,PK,false
7585,Sarah Shepherd,Software Engineer,Sign-up,Consumer Durables & Apparel,905,UA,true
7586,Benjamin Bennett DVM,VP Marketing,Sign-up,Software & Services,8605,RS,false
7587,Russell Coffey,Analytics Manager,Sign-up,Commercial & Professional Services,8280,IL,true
7588,Travis Hernandez,VP Data,Sign-up,Commercial & Professional Services,255,BB,false
7589,William Lee,Foudner,Demo Requested,Technology Hardware & Equipment,3880,GW,false
7590,Jessica Le,Growth Marketing Manager,Webinar,Consumer Durables & Apparel,13455,ZM,false
7591,David Williams,Solutions Architect,Sign-up,Commercial & Professional Services,8805,CR,false
7592,Jeremy Carson,VP Data,In-Person Event,Commercial & Professional Services,7755,MV,false
7593,Sandra Ellis,VP Marketing,Sign-up,Commercial & Professional Services,6655,FM,false
7594,Amanda Ward,VP Marketing,In-Person Event,Commercial & Professional Services,6030,MR,false
7595,Jerry Lopez,Analytics Manager,Sign-up,Commercial & Professional Services,3905,KZ,false
7596,Angel Simpson,Foudner,Sign-up,Commercial & Professional Services,12455,KP,false
7597,Colleen Potter,Data Engineer,Demo Requested,Commercial & Professional Services,5780,MR,false
7598,Jessica Pacheco,Owner,Demo Requested,Consumer Durables & Apparel,1455,BG,true
7599,Nicole Valdez,Foudner,Sign-up,Commercial & Professional Services,6405,MV,false
7600,Andrew Jenkins MD,Analytics Engineer,Webinar,Consumer Staples,14480,PT,false
7601,Steven Weaver,Data Engineer,Sign-up,Commercial & Professional Services,1155,BR,false
7602,Kimberly Figueroa,Solutions Architect,In-Person Event,Commercial & Professional Services,2280,MK,false
7603,John Ramirez,Analytics Manager,Sign-up,Commercial & Professional Services,2780,PK,true
7604,Taylor Thomas,Product Manager,Sign-up,Commercial & Professional Services,13255,CU,false
7605,Jacob Hatfield,Owner,Sign-up,Consumer Staples,12155,GH,false
7606,Kevin Williams,VP Marketing,Sign-up,Commercial & Professional Services,11680,GR,false
7607,Steven Glover,Data Engineer,Demo Requested,Software & Services,14780,SB,false
7608,Kevin Gonzales,Owner,Webinar,Commercial & Professional Services,13655,LB,false
7609,Michael Lamb,Analytics Engineer,Sign-up,Commercial & Professional Services,7455,HU,false
7610,Dr. Vanessa Joseph,VP Data,Sign-up,Commercial & Professional Services,55,SR,false
7611,Danielle Tate DDS,Growth Marketing Manager,Sign-up,Commercial & Professional Services,3030,KG,true
7612,Joshua Logan,Growth Marketing Manager,Demo Requested,Consumer Staples,14805,FI,false
7613,Anthony Burns,Growth Marketing Manager,Sign-up,Consumer Durables & Apparel,430,SM,false
7614,Jared Padilla,Analytics Engineer,Demo Requested,Commercial & Professional Services,8880,AF,false
7615,Rebecca Burton,CEO,Webinar,Consumer Staples,8805,GY,false
7616,Martin Johnson,VP Engineering,In-Person Event,Consumer Staples,9055,MY,false
7617,Raymond Campbell PhD,Data Analyst,In-Person Event,Commercial & Professional Services,7880,AT,false
7618,Mark Orozco,VP Data,Demo Requested,Commercial & Professional Services,7055,EE,true
7619,Robert Jones,CFO,Sign-up,Commercial & Professional Services,13905,GR,false
7620,Richard Robinson,Solutions Architect,Sign-up,Commercial & Professional Services,14605,SK,false
7621,Mrs. Jamie Vazquez,Data Scientist,Sign-up,Commercial & Professional Services,4805,KP,true
7622,Rebecca Tate,Account Executive,In-Person Event,Consumer Durables & Apparel,5055,KR,false
7623,Sara Townsend,Owner,In-Person Event,Software & Services,4855,WS,false
7624,Ryan Wang,Data Scientist,Sign-up,Consumer Durables & Apparel,5680,FI,false
7625,Tara Williams,CFO,Sign-up,Commercial & Professional Services,1905,VC,true
7626,Mario Jackson,Growth Marketing Manager,Sign-up,Software & Services,4880,ZA,true
7627,Mary Bradley,Growth Marketing Manager,Webinar,Consumer Staples,14305,US,false
7628,Jenna Miller,Foudner,Demo Requested,Consumer Durables & Apparel,280,MD,false
7629,Douglas Rollins,VP Engineering,Demo Requested,Commercial & Professional Services,5105,FJ,false
7630,John Freeman,CFO,Sign-up,Software & Services,4605,RW,false
7631,Michael Byrd,Data Analyst,In-Person Event,Commercial & Professional Services,9205,KP,true
7632,Laura Miller,VP Engineering,Demo Requested,Commercial & Professional Services,6280,SG,false
7633,Christine Welch,CFO,In-Person Event,Commercial & Professional Services,9405,WS,false
7634,Richard Andrade,Product Manager,Demo Requested,Commercial & Professional Services,7205,TO,false
7635,Nicholas Rivera,CEO,In-Person Event,Commercial & Professional Services,280,CG,false
7636,Jonathan Hughes,Foudner,Sign-up,Commercial & Professional Services,5855,SD,false
7637,Maria Wyatt,Growth Marketing Manager,Sign-up,Consumer Staples,2355,MA,false
7638,Sharon Salazar,Foudner,Webinar,Commercial & Professional Services,4080,MV,true
7639,Paula Cummings,Account Executive,Sign-up,Consumer Staples,80,IE,false
7640,Roberto Wheeler,VP Engineering,Sign-up,Consumer Staples,4555,BA,false
7641,Dawn Austin,CFO,Webinar,Consumer Staples,12205,IL,false
7642,Philip Daniels,Foudner,Sign-up,Commercial & Professional Services,12580,LU,false
7643,Keith Waters,Data Engineer,Sign-up,Consumer Staples,11305,EC,false
7644,Erin Price,VP Data,Sign-up,Commercial & Professional Services,7855,ST,true
7645,Joseph Sweeney,Solutions Architect,Webinar,Commercial & Professional Services,4530,AO,false
7646,Claudia Morrow,VP Marketing,Sign-up,Commercial & Professional Services,10180,CR,false
7647,David Reilly,VP Data,Demo Requested,Commercial & Professional Services,2830,BY,false
7648,Julie Miles,CEO,Sign-up,Consumer Durables & Apparel,4480,RU,false
7649,Henry Harrison,Data Engineer,Webinar,Consumer Staples,1405,KM,false
7650,Jacqueline Morgan,Data Engineer,Sign-up,Software & Services,11180,BJ,false
7651,Ashley Harris,VP Engineering,Demo Requested,Consumer Durables & Apparel,1930,ZW,false
7652,Nicole Gross,Software Engineer,Sign-up,Software & Services,2205,KP,false
7653,Sean Riggs,VP Marketing,Sign-up,Consumer Staples,5005,BD,false
7654,Scott Rogers,VP Engineering,Sign-up,Commercial & Professional Services,4355,UA,false
7655,Steven Valdez,Data Scientist,Demo Requested,Consumer Staples,5905,IT,false
7656,Dennis Campbell,CFO,In-Person Event,Commercial & Professional Services,6680,RO,false
7657,Sophia Mclaughlin,Data Analyst,Sign-up,Commercial & Professional Services,1805,MR,true
7658,Roberto Doyle,VP Engineering,Sign-up,Technology Hardware & Equipment,14955,MH,false
7659,Matthew Roy,Account Executive,In-Person Event,Consumer Staples,13480,NG,false
7660,Albert Wagner,CEO,Sign-up,Commercial & Professional Services,9505,BZ,false
7661,Nicole Buckley,CEO,Sign-up,Consumer Staples,14730,KZ,false
7662,Jay Allen,Data Engineer,Sign-up,Software & Services,2630,BG,true
7663,Ronnie Lee,CFO,In-Person Event,Commercial & Professional Services,1380,RO,true
7664,Rachel Rogers,Analytics Manager,Sign-up,Commercial & Professional Services,9155,OM,false
7665,Tommy Knapp,Owner,In-Person Event,Commercial & Professional Services,11305,PS,false
7666,Rebecca Bolton,Data Engineer,Sign-up,Consumer Staples,6705,SD,false
7667,Barry Patton,Owner,In-Person Event,Commercial & Professional Services,10005,MH,false
7668,Paul Acosta,VP Marketing,Sign-up,Software & Services,6405,DE,false
7669,Dean Cisneros,Data Analyst,Sign-up,Commercial & Professional Services,12380,DJ,false
7670,Sarah Henderson,Data Scientist,Sign-up,Consumer Durables & Apparel,14430,,false
7671,Cheryl Franco,Data Scientist,In-Person Event,Commercial & Professional Services,380,LT,true
7672,Justin Ross,Product Manager,Demo Requested,Technology Hardware & Equipment,330,TL,true
7673,Justin Baker,VP Marketing,In-Person Event,Commercial & Professional Services,2730,MC,false
7674,Cindy Durham,VP Marketing,Demo Requested,Consumer Staples,10905,LS,false
7675,Todd Carter,Data Analyst,Demo Requested,Software & Services,13380,PK,false
7676,Christian Lucero,Analytics Manager,Demo Requested,Consumer Durables & Apparel,3080,NO,false
7677,Bryan Sullivan,Account Executive,Sign-up,Consumer Staples,13455,NR,false
7678,Mrs. Destiny Sanders,Analytics Engineer,Sign-up,Software & Services,4555,AO,false
7679,Eugene Woodward,Owner,Sign-up,Software & Services,11980,VA,false
7680,Kathryn Abbott,Analytics Engineer,Webinar,Commercial & Professional Services,2130,TL,false
7681,Mrs. Christine Thompson,Analytics Engineer,Sign-up,Software & Services,2330,BR,false
7682,Tanya Bailey,VP Data,Sign-up,Software & Services,1405,TJ,true
7683,Elaine Eaton,Foudner,In-Person Event,Software & Services,11730,KM,false
7684,Katherine Peterson,Data Scientist,Sign-up,Commercial & Professional Services,5130,PS,false
7685,Nicole Gallagher,CFO,Demo Requested,Consumer Staples,9780,TZ,false
7686,Chad Anderson,Owner,Sign-up,Commercial & Professional Services,10805,SY,false
7687,Michael Oliver,CEO,In-Person Event,Technology Hardware & Equipment,1580,EC,false
7688,Anthony Stout,CFO,Sign-up,Software & Services,7555,ES,false
7689,Joshua Hicks,Solutions Architect,Demo Requested,Technology Hardware & Equipment,4705,LK,false
7690,Craig Mcintyre,CEO,Sign-up,Consumer Staples,14530,LC,false
7691,Samuel Warner,Solutions Architect,In-Person Event,Software & Services,9205,FR,false
7692,Christopher Nelson,Software Engineer,In-Person Event,Commercial & Professional Services,10155,PL,true
7693,Crystal Jones,Solutions Architect,Sign-up,Software & Services,5480,AM,true
7694,Jordan Gonzales,Analytics Manager,Sign-up,Consumer Staples,1555,SD,false
7695,James Wilkins,Foudner,Demo Requested,Commercial & Professional Services,6655,SI,false
7696,Tracy Ayers,Analytics Manager,Webinar,Consumer Staples,12480,CZ,false
7697,Tammy Andrade,Data Engineer,Webinar,Consumer Durables & Apparel,10980,GH,false
7698,Nicole Schmidt,Solutions Architect,Sign-up,Consumer Staples,11455,CY,false
7699,Thomas Herman,CEO,Webinar,Software & Services,14405,RU,false
7700,Pamela Roberts,VP Data,Sign-up,Commercial & Professional Services,4305,CH,true
7701,Mr. David Sutton,Product Manager,Sign-up,Consumer Durables & Apparel,3230,VN,true
7702,Deanna Bolton,CFO,Webinar,Software & Services,6755,AZ,false
7703,Sarah Sullivan,Analytics Manager,Sign-up,Commercial & Professional Services,13180,GM,false
7704,Eric Myers,Growth Marketing Manager,Sign-up,Commercial & Professional Services,755,PH,false
7705,Laura Salinas,CFO,In-Person Event,Consumer Durables & Apparel,7855,LY,false
7706,Patrick Thompson,VP Data,Demo Requested,Consumer Staples,13930,KN,false
7707,Micheal Jones,VP Data,Sign-up,Software & Services,7655,NI,false
7708,Rachel Scott,CEO,Sign-up,Consumer Staples,10205,IE,false
7709,Sarah Johnson,Analytics Manager,Webinar,Commercial & Professional Services,12430,JP,false
7710,Joseph Rogers,Data Scientist,Webinar,Consumer Durables & Apparel,10430,NZ,false
7711,Dakota Horne,Solutions Architect,Sign-up,Software & Services,955,BZ,false
7712,Jennifer Irwin,Data Analyst,In-Person Event,Commercial & Professional Services,10480,BF,false
7713,Gloria Hines,Foudner,Demo Requested,Consumer Durables & Apparel,4155,NE,false
7714,Joyce Watkins,VP Data,Sign-up,Commercial & Professional Services,1205,MU,true
7715,Robert Leonard,Growth Marketing Manager,Webinar,Commercial & Professional Services,6580,GH,false
7716,Melinda Ellis,Data Scientist,Sign-up,Commercial & Professional Services,11155,SM,false
7717,Theresa Parker,Foudner,In-Person Event,Consumer Staples,12580,EC,false
7718,Cynthia Schwartz,Software Engineer,In-Person Event,Consumer Staples,1730,SL,false
7719,Amanda Arnold,Growth Marketing Manager,Sign-up,Commercial & Professional Services,430,GE,true
7720,Nancy Kelly,VP Data,Sign-up,Consumer Staples,11155,KZ,false
7721,Jeffrey Jones MD,Data Engineer,Sign-up,Consumer Durables & Apparel,2530,IT,false
7722,Brandon Lee,Product Manager,Webinar,Consumer Staples,7980,UG,true
7723,Kevin Cole,CFO,Demo Requested,Commercial & Professional Services,14430,JP,false
7724,Sherri Mcdonald,Analytics Manager,Sign-up,Software & Services,10655,TL,false
7725,Robert Cantrell,Software Engineer,In-Person Event,Commercial & Professional Services,11380,PS,false
7726,Kimberly Garcia,Solutions Architect,Sign-up,Software & Services,14630,ML,false
7727,Brian Johnson,Analytics Manager,In-Person Event,Technology Hardware & Equipment,9305,NP,false
7728,Ethan Chambers,VP Data,Sign-up,Software & Services,2305,CU,false
7729,Jerry Duffy,Owner,Webinar,Software & Services,14805,VA,false
7730,Kristen Parker,Analytics Engineer,In-Person Event,Software & Services,10705,IT,false
7731,Willie Hutchinson,VP Marketing,In-Person Event,Consumer Durables & Apparel,2380,GN,false
7732,Paige Cobb,Analytics Manager,Webinar,Commercial & Professional Services,7705,CV,true
7733,Jeremy Robertson,Owner,Sign-up,Commercial & Professional Services,7255,WS,true
7734,Holly Brown,Solutions Architect,Sign-up,Software & Services,8055,VN,false
7735,Dana Cannon,Data Analyst,In-Person Event,Consumer Durables & Apparel,4905,NO,false
7736,Melissa Garcia,Growth Marketing Manager,Sign-up,Consumer Staples,13730,GT,false
7737,Thomas Wells,Growth Marketing Manager,Sign-up,Software & Services,13780,GM,false
7738,Erin Martin,VP Data,Sign-up,Consumer Durables & Apparel,8480,BH,false
7739,Jennifer Mcgrath,Analytics Manager,Webinar,Commercial & Professional Services,5355,NR,true
7740,Caitlin Richards,Data Scientist,Sign-up,Consumer Staples,1105,TL,false
7741,Ryan Mahoney,CFO,Webinar,Commercial & Professional Services,2480,ML,false
7742,Jordan Gallegos,Owner,Demo Requested,Commercial & Professional Services,6855,BJ,true
7743,Kelly Rangel,Analytics Engineer,Sign-up,Technology Hardware & Equipment,9705,BD,true
7744,Kevin Mccullough,Solutions Architect,Sign-up,Software & Services,6355,CZ,false
7745,Rachel Mullins,Data Engineer,In-Person Event,Commercial & Professional Services,3105,PW,false
7746,Mary Montoya,Analytics Engineer,Sign-up,Technology Hardware & Equipment,13955,CL,false
7747,Kimberly Ramos,Data Scientist,In-Person Event,Software & Services,12755,EE,false
7748,Sandra Coleman,Solutions Architect,Sign-up,Commercial & Professional Services,13955,IE,false
7749,Edward Buchanan,Foudner,Webinar,Commercial & Professional Services,5080,TL,false
7750,Stephen Hernandez,Data Engineer,Webinar,Technology Hardware & Equipment,4730,KR,false
7751,Sylvia Chavez,Foudner,Sign-up,Consumer Staples,5155,MD,false
7752,William Walsh,Product Manager,Demo Requested,Consumer Durables & Apparel,6605,AL,false
7753,John Lewis,Data Scientist,Sign-up,Commercial & Professional Services,3355,AG,false
7754,Heather Simmons,Data Scientist,Sign-up,Software & Services,5630,VN,false
7755,Jacob Wilson,Data Scientist,Demo Requested,Consumer Durables & Apparel,4830,MN,false
7756,Jared Jones,Account Executive,Webinar,Commercial & Professional Services,11330,MG,false
7757,Beverly Stone,Owner,Sign-up,Software & Services,8605,LR,false
7758,Lisa Hill,Foudner,Sign-up,Commercial & Professional Services,8705,SK,false
7759,Jeremy Graham,CFO,Sign-up,Consumer Staples,1580,RO,true
7760,Kelly Bryant,VP Engineering,Sign-up,Consumer Durables & Apparel,6355,MW,false
7761,Andrew Mills,CFO,In-Person Event,Consumer Staples,4555,FM,false
7762,Sara Villanueva,VP Marketing,Sign-up,Software & Services,3005,SV,true
7763,Jason Perry,Owner,Demo Requested,Consumer Staples,4880,VN,false
7764,Laura Elliott,CEO,Demo Requested,Consumer Staples,3805,SN,false
7765,Eric Keith,Account Executive,Sign-up,Consumer Staples,9780,AL,false
7766,Megan Thompson,Data Scientist,Sign-up,Software & Services,480,MV,true
7767,Tanya Bartlett,VP Data,Demo Requested,Consumer Durables & Apparel,3955,IQ,false
7768,Allison Sullivan,Analytics Engineer,In-Person Event,Software & Services,13230,KR,false
7769,Holly Wood,Product Manager,Demo Requested,Technology Hardware & Equipment,9955,AR,false
7770,Brenda Byrd,Software Engineer,Sign-up,Commercial & Professional Services,3505,TV,false
7771,Christopher Nguyen,VP Data,Sign-up,Consumer Staples,9205,NL,false
7772,Roger Small,CFO,Demo Requested,Consumer Staples,13880,NG,false
7773,Melissa Johnson,CEO,Sign-up,Technology Hardware & Equipment,7955,SI,false
7774,Craig Blanchard,Account Executive,Sign-up,Consumer Durables & Apparel,7280,SK,false
7775,Julie Banks,Data Analyst,Demo Requested,Consumer Staples,2055,ZW,false
7776,Frank Williams,Product Manager,Sign-up,Commercial & Professional Services,11405,PW,false
7777,Amber Johnson,Data Scientist,In-Person Event,Commercial & Professional Services,2980,IE,false
7778,Jeffrey Hill,CFO,Sign-up,Software & Services,9655,CG,false
7779,Cameron Luna,Software Engineer,Demo Requested,Software & Services,6705,ES,true
7780,Lindsey Williams,VP Engineering,In-Person Event,Commercial & Professional Services,8330,VA,false
7781,Stephen Garcia,Owner,Sign-up,Commercial & Professional Services,12205,KP,false
7782,Joseph Vaughn,VP Marketing,Webinar,Consumer Durables & Apparel,5855,MX,false
7783,Haley Morrison,VP Data,Sign-up,Software & Services,4180,FI,false
7784,Sarah Watkins,CEO,Sign-up,Commercial & Professional Services,13030,ER,false
7785,Robert Benitez,Product Manager,Webinar,Consumer Durables & Apparel,13155,CL,false
7786,Nicholas Smith,VP Marketing,Webinar,Consumer Staples,8455,BS,false
7787,Steven Moore,Account Executive,Demo Requested,Consumer Staples,9580,CZ,false
7788,Heather Howell,VP Marketing,Sign-up,Technology Hardware & Equipment,9280,UG,false
7789,Ryan Casey,VP Engineering,In-Person Event,Consumer Durables & Apparel,9155,DJ,false
7790,Amanda Nelson,VP Data,In-Person Event,Commercial & Professional Services,14980,TG,false
7791,Nancy Hooper,Analytics Engineer,In-Person Event,Commercial & Professional Services,955,LI,true
7792,Carla Johnson,VP Marketing,Webinar,Technology Hardware & Equipment,14780,CG,false
7793,Kimberly Wood,Foudner,Sign-up,Commercial & Professional Services,9355,GD,false
7794,Aaron Clark,Account Executive,In-Person Event,Commercial & Professional Services,1305,AD,true
7795,Robert Nichols,Owner,Webinar,Commercial & Professional Services,12205,NR,false
7796,Joseph Johnson,Data Analyst,Sign-up,Software & Services,1805,MG,false
7797,Brandon Vaughan,Analytics Manager,In-Person Event,Consumer Staples,5255,SB,false
7798,Laura Swanson,Solutions Architect,Sign-up,Commercial & Professional Services,13205,NP,false
7799,Anthony Castaneda,VP Engineering,Sign-up,Commercial & Professional Services,11680,LT,false
7800,Karla Rice,Analytics Engineer,Sign-up,Consumer Staples,13605,YE,false
7801,Christopher Torres,CEO,Demo Requested,Consumer Staples,9980,ES,false
7802,Victoria Watts,Account Executive,Sign-up,Commercial & Professional Services,7530,BW,false
7803,Susan Johnson DDS,CEO,In-Person Event,Software & Services,6030,MR,false
7804,Brian Kim,VP Marketing,Sign-up,Commercial & Professional Services,505,UY,false
7805,Rachel Reid,Analytics Manager,Sign-up,Consumer Durables & Apparel,12105,KM,false
7806,Jonathan Brown,Data Scientist,Webinar,Commercial & Professional Services,8305,LS,false
7807,Donald Hunter,Solutions Architect,In-Person Event,Consumer Durables & Apparel,14330,GD,false
7808,Ricardo Johnson,Data Engineer,Sign-up,Consumer Durables & Apparel,13155,CF,false
7809,Jennifer Norton,Data Engineer,In-Person Event,Consumer Staples,8280,ZW,false
7810,Thomas Stone,Software Engineer,Sign-up,Consumer Staples,5255,IN,false
7811,Chad Perry,Account Executive,Sign-up,Consumer Staples,12280,BO,false
7812,Melanie Alexander,Foudner,Sign-up,Software & Services,14355,BH,false
7813,Joshua Harris,Analytics Engineer,In-Person Event,Commercial & Professional Services,10730,JP,false
7814,Jonathan Frey,CEO,Demo Requested,Commercial & Professional Services,2480,KM,false
7815,Heather Contreras,Solutions Architect,Sign-up,Consumer Durables & Apparel,14455,TW,false
7816,Peter Johnson,CFO,In-Person Event,Technology Hardware & Equipment,11080,CD,false
7817,Sarah Wilkinson,Data Scientist,Demo Requested,Commercial & Professional Services,6355,IL,false
7818,Jennifer Green,Data Analyst,Sign-up,Consumer Staples,14480,CR,false
7819,Bridget Anderson,Product Manager,Sign-up,Consumer Staples,12080,GY,false
7820,Janice Salazar,Account Executive,In-Person Event,Software & Services,10430,AR,false
7821,Matthew Gregory,Analytics Manager,Sign-up,Software & Services,7005,OM,false
7822,Mr. Joshua Powell,Data Engineer,Demo Requested,Software & Services,10980,LS,false
7823,Randall Stewart,Analytics Manager,In-Person Event,Technology Hardware & Equipment,6530,VE,false
7824,Suzanne Harrell,Data Scientist,Sign-up,Technology Hardware & Equipment,12855,IN,false
7825,Stephanie Novak,CEO,In-Person Event,Commercial & Professional Services,12280,PY,false
7826,Russell Sawyer,Foudner,In-Person Event,Consumer Durables & Apparel,805,TD,false
7827,Matthew Gray,Data Engineer,Demo Requested,Software & Services,1705,AU,true
7828,Stephen Miller,Data Analyst,Demo Requested,Consumer Staples,12105,SM,false
7829,Nancy Williams,Solutions Architect,Demo Requested,Consumer Staples,7080,MC,false
7830,Megan Lambert,Product Manager,In-Person Event,Technology Hardware & Equipment,3430,MG,true
7831,Susan Mills,Data Engineer,Demo Requested,Consumer Staples,1930,BT,false
7832,Brian Lopez,Software Engineer,Sign-up,Technology Hardware & Equipment,13430,DZ,false
7833,Vanessa Todd,Data Engineer,Sign-up,Software & Services,280,AD,true
7834,Thomas Henderson,VP Engineering,Demo Requested,Consumer Durables & Apparel,10780,KG,false
7835,Jean Hansen,VP Marketing,Sign-up,Commercial & Professional Services,9430,LR,false
7836,James Scott,CFO,Sign-up,Consumer Staples,14430,HT,false
7837,Sydney Steele,Growth Marketing Manager,In-Person Event,Software & Services,3655,PL,false
7838,Bradley Atkins,Data Engineer,Demo Requested,Consumer Durables & Apparel,1030,GW,false
7839,Samantha Walters,Data Analyst,Sign-up,Commercial & Professional Services,8155,FM,false
7840,Kyle Arroyo,Analytics Engineer,In-Person Event,Software & Services,5330,LS,false
7841,Anthony Patterson,Owner,Demo Requested,Consumer Staples,14705,IS,false
7842,Anthony Robertson,Account Executive,In-Person Event,Software & Services,5805,TZ,false
7843,Paul Moore,VP Engineering,Demo Requested,Commercial & Professional Services,13430,SD,false
7844,Matthew Sanders,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,805,LI,false
7845,Jonathan Bowman,Analytics Engineer,Demo Requested,Consumer Staples,11855,BD,false
7846,Kevin Briggs,VP Marketing,Sign-up,Consumer Staples,10405,QA,false
7847,Sandra Salazar,Analytics Manager,Demo Requested,Commercial & Professional Services,12430,AF,false
7848,Gerald Hatfield,VP Data,In-Person Event,Commercial & Professional Services,730,ML,false
7849,Andrew Mcintosh,Account Executive,Sign-up,Commercial & Professional Services,9880,SK,true
7850,Jenna Snyder,Analytics Manager,Sign-up,Software & Services,1505,TD,false
7851,Jennifer Humphrey,Data Scientist,Sign-up,Technology Hardware & Equipment,10305,SD,false
7852,David Lee,Product Manager,Webinar,Commercial & Professional Services,1955,SV,true
7853,Rachel Edwards,Growth Marketing Manager,Webinar,Commercial & Professional Services,2430,QA,true
7854,Thomas Huber,Owner,Sign-up,Technology Hardware & Equipment,355,JM,true
7855,Ronald Werner,Data Scientist,Demo Requested,Consumer Staples,7455,BY,false
7856,Kyle Anderson,Foudner,In-Person Event,Commercial & Professional Services,2430,RU,false
7857,Bobby Young,Solutions Architect,Sign-up,Technology Hardware & Equipment,11280,IQ,false
7858,Patrick Russell,Growth Marketing Manager,Sign-up,Technology Hardware & Equipment,10105,AO,true
7859,Julie Kirk,Analytics Engineer,Sign-up,Consumer Durables & Apparel,3355,RS,false
7860,Nicholas Martinez,Growth Marketing Manager,Demo Requested,Software & Services,280,OM,false
7861,Andrew Hall,VP Data,Sign-up,Commercial & Professional Services,14355,MD,false
7862,Henry Gutierrez,Account Executive,In-Person Event,Consumer Durables & Apparel,11380,GR,false
7863,Caitlin Jones,Account Executive,Webinar,Commercial & Professional Services,8305,LC,false
7864,Tammy White,Analytics Engineer,In-Person Event,Software & Services,7455,FM,false
7865,Gina Flores,CEO,Webinar,Commercial & Professional Services,1655,WS,true
7866,Elizabeth Thomas,Data Engineer,Sign-up,Software & Services,12030,BH,false
7867,Michael Robinson,VP Data,Sign-up,Commercial & Professional Services,1730,NZ,true
7868,Julie Hernandez,Analytics Manager,Sign-up,Commercial & Professional Services,3430,TL,true
7869,Juan Webb,Account Executive,Sign-up,Software & Services,2305,GT,true
7870,Robert Hicks,Product Manager,In-Person Event,Technology Hardware & Equipment,9505,BA,true
7871,Carol Wilson,Product Manager,Webinar,Consumer Staples,6130,AF,false
7872,Anna Hensley,VP Data,Demo Requested,Commercial & Professional Services,7205,AD,false
7873,Steven Gonzales,Data Engineer,Sign-up,Consumer Durables & Apparel,1655,TO,false
7874,Lydia Morgan,Foudner,Sign-up,Consumer Staples,3805,TO,false
7875,Dennis Thompson,Account Executive,Webinar,Consumer Staples,7655,MK,false
7876,Krystal Carney,VP Data,Demo Requested,Technology Hardware & Equipment,5805,PL,false
7877,David Roach,Data Engineer,Sign-up,Commercial & Professional Services,4255,PS,false
7878,Madison Ryan,Data Analyst,Webinar,Consumer Durables & Apparel,2030,CO,false
7879,Mary Carr,Data Engineer,Sign-up,Consumer Staples,6130,GH,false
7880,Zachary Rogers,Foudner,Sign-up,Commercial & Professional Services,4080,SD,true
7881,Thomas Swanson,Owner,Webinar,Commercial & Professional Services,11805,MN,false
7882,Nicholas Boyer,Data Scientist,Demo Requested,Commercial & Professional Services,7880,MN,false
7883,Michael Hernandez,Analytics Engineer,Demo Requested,Commercial & Professional Services,155,FI,false
7884,Donald Ortiz,Product Manager,Webinar,Consumer Durables & Apparel,13105,IE,false
7885,Aaron Gibson,Software Engineer,In-Person Event,Commercial & Professional Services,6530,CN,false
7886,Drew Foster,Data Engineer,Sign-up,Technology Hardware & Equipment,10030,LK,false
7887,Chase Jensen,Account Executive,In-Person Event,Commercial & Professional Services,4855,TD,true
7888,Jason Brown,Product Manager,Sign-up,Commercial & Professional Services,6230,SA,false
